epoch,train_loss,train_acc@1,train_acc@5,valid_acc@1
1,1.422176914337354,49.411558493589745,92.41786858974359,53.30528846153846
2,1.2595837880403569,54.33693910256411,94.38601762820514,55.05809294871795
3,1.230280218216089,55.34354967948718,94.88431490384616,56.00961538461539
4,1.212691992521286,56.03966346153846,95.12970753205127,55.769230769230774
5,1.1922644493289483,56.77333733974359,95.13721955128204,56.68068910256411
6,1.183345075792227,57.05879407051282,95.32752403846155,57.36177884615385
7,1.177077451768594,57.55458733974359,95.28245192307693,57.06129807692307
8,1.1597605748818471,57.93770032051282,95.51532451923077,58.52363782051282
9,1.1602585227825704,57.96023637820513,95.59044471153845,58.42347756410257
10,1.1561905019558394,58.343349358974365,95.65054086538461,57.40184294871795
11,1.14753703161692,58.303285256410255,95.69811698717949,58.102964743589745
12,1.15037945103951,58.586237980769226,95.54286858974359,58.53365384615385
13,1.1384427268535664,59.24979967948718,95.65304487179486,59.19471153846154
14,1.1343333537761981,59.31490384615385,95.82832532051282,58.44350961538461
15,1.1331281379247322,59.11708733974359,95.63050881410257,57.59214743589743
16,1.1345116859063125,59.20973557692307,95.63802083333334,58.58373397435898
17,1.13262423624595,59.06199919871795,95.67808493589743,58.894230769230774
18,1.1306773198720736,59.064503205128204,95.7256610576923,59.04447115384615
19,1.129718890747963,59.372495993589745,95.69310897435898,58.904246794871796
20,1.1284015621894445,59.274839743589745,95.81580528846155,59.284855769230774
21,1.1190020585289369,59.68800080128205,95.78826121794873,58.323317307692314
22,1.1215437423342314,59.455128205128204,95.80829326923077,59.625400641025635
23,1.1181279512552114,59.56530448717948,95.90845352564102,59.43509615384615
24,1.112612596498086,60.02103365384615,95.99609375,59.60536858974359
25,1.1174025292962024,59.89332932692307,95.80328525641025,58.70392628205128
26,1.1059256910513608,60.123697916666664,96.19641426282051,59.905849358974365
27,1.1121881653865178,60.14623397435898,95.90845352564102,59.14463141025641
28,1.1086155315622306,60.47926682692307,95.83834134615384,59.93589743589743
29,1.107441821732582,60.231370192307686,95.98106971153845,59.02443910256411
30,1.111652437884074,59.98597756410257,95.77073317307693,59.96594551282052
31,1.1036224143627362,60.319010416666664,95.96354166666666,60.52684294871795
32,1.1008576397330334,60.48677884615385,95.87339743589743,59.685496794871796
33,1.106657862663269,59.99098557692307,95.99108573717949,60.71714743589743
34,1.0992750869347498,60.46173878205128,95.96854967948718,59.57532051282052
35,1.0981272669174733,60.744691506410255,95.98607772435898,60.296474358974365
36,1.1007391260220454,60.359074519230774,95.81580528846155,60.687099358974365
37,1.0978831190329332,60.652043269230774,95.88341346153845,60.667067307692314
38,1.0962675576790786,60.749699519230774,95.8984375,60.35657051282052
39,1.0942938908552513,60.832331730769226,95.98357371794873,58.96434294871795
40,1.0998548034292002,60.38661858974359,95.96103766025641,60.246394230769226
41,1.0955124128705416,60.70462740384615,96.00861378205127,60.77724358974359
42,1.1023331626485555,60.71213942307693,95.86838942307693,60.456730769230774
43,1.091013785929252,61.032652243589745,96.17888621794873,59.73557692307693
44,1.0893499243717928,61.08273237179487,96.0361578525641,59.79567307692307
45,1.096277569540036,60.60947516025641,95.98607772435898,60.627003205128204
46,1.0938272867829373,60.68960336538461,96.12129407051282,60.55689102564102
47,1.0866094957559536,60.82481971153846,95.99108573717949,59.72556089743589
48,1.0892774905913916,61.05518830128205,96.00861378205127,60.75721153846154
49,1.0852151066064835,61.10777243589743,96.00110176282051,59.91586538461539
50,1.0839354722545698,60.96754807692307,96.06620592948718,59.74559294871795
51,1.0879872345771544,61.08523637820513,96.01111778846155,60.406650641025635
52,1.0819013271576319,61.02514022435898,96.14383012820514,60.35657051282052
53,1.0848009874805427,61.100260416666664,96.0361578525641,61.328125
54,1.081370081465978,61.44080528846154,96.0762219551282,59.895833333333336
55,1.0911873403267982,60.57692307692307,95.98106971153845,60.456730769230774
56,1.0848516493271558,61.1328125,95.98858173076923,60.78725961538461
57,1.077748339336652,61.43830128205128,96.09124599358975,61.73878205128205
58,1.0826523216106954,61.02263621794872,96.08874198717949,60.56690705128205
59,1.0815803293998425,61.227964743589745,96.19140625,60.86738782051282
60,1.0867916567203326,60.88741987179487,95.96354166666666,60.56690705128205
61,1.078911858300368,61.36818910256411,96.19891826923077,61.53846153846154
62,1.0826140281099539,61.227964743589745,96.00861378205127,61.247996794871796
63,1.0822321638847008,61.34815705128205,96.20142227564102,60.50681089743589
64,1.0778867902281957,61.43830128205128,95.98607772435898,60.647035256410255
65,1.085098809347703,61.345653044871796,96.21895032051282,59.665464743589745
66,1.0758960157250748,61.428285256410255,96.17638221153845,60.32652243589743
67,1.0814470673600833,61.34314903846154,96.15635016025641,60.446714743589745
68,1.0767027726158118,61.45332532051282,96.23397435897436,60.807291666666664
69,1.07237748362315,61.30308493589743,96.13882211538461,60.837339743589745
70,1.0743070968832724,61.38822115384615,96.12379807692307,60.35657051282052
71,1.0803282134808028,61.46334134615385,96.09875801282051,60.69711538461539
72,1.074521890244423,61.77133413461539,96.0536858974359,60.32652243589743
73,1.0735283062244072,61.56350160256411,96.16386217948718,61.14783653846154
74,1.074738887258065,61.18289262820513,96.25150240384616,60.847355769230774
75,1.073271176371819,61.45332532051282,96.22896634615384,61.36818910256411
76,1.0750123768662796,61.34064503205128,96.26151842948718,61.34815705128205
77,1.0707086676206343,61.64112580128205,96.18890224358975,61.27804487179487
78,1.0699021420799768,61.628605769230774,96.20643028846155,61.30809294871795
79,1.069137811087645,61.736278044871796,96.30408653846155,60.31650641025641
80,1.0623789561482577,61.81640625,96.16386217948718,59.895833333333336
81,1.068805607656638,61.79136618589743,96.2489983974359,61.25801282051282
82,1.069899474390042,61.54346955128205,96.18389423076923,61.10777243589743
83,1.0696514109388375,61.70622996794872,96.21143830128204,61.54847756410257
84,1.0708378035670671,61.578525641025635,96.06870993589743,61.187900641025635
85,1.0676059243388665,61.79637419871795,96.23397435897436,61.458333333333336
86,1.0674587853061848,61.85647035256411,96.06370192307693,61.29807692307693
87,1.0677035231238756,61.896534455128204,96.18890224358975,61.09775641025641
88,1.0664826348806038,61.613581730769226,96.18890224358975,60.35657051282052
89,1.0712761086149094,61.63611778846154,96.23397435897436,61.39823717948718
90,1.0668245448898046,61.911558493589745,96.29407051282051,61.237980769230774
91,1.0691893018591099,61.72876602564102,96.22896634615384,60.78725961538461
92,1.075593274564315,61.73377403846154,96.15635016025641,60.797275641025635
93,1.0719668897680747,61.74379006410257,96.09875801282051,60.86738782051282
94,1.0656021684408188,61.956630608974365,96.14633413461539,61.34815705128205
95,1.062937006736413,62.04927884615385,96.27403846153845,60.456730769230774
96,1.07027546220865,61.80388621794872,96.17888621794873,61.227964743589745
97,1.062635332154922,62.184495192307686,96.18389423076923,61.21794871794872
98,1.0648698644378247,62.009214743589745,96.15635016025641,61.88902243589743
99,1.0622735682588358,61.911558493589745,96.3065905448718,61.87900641025641
100,1.0564670293376996,62.14943910256411,96.32411858974359,61.37820512820513
